Applicant,FacilityType,Status,FoodItems,Latitude,Longitude
San Pancho's Tacos,Truck,REQUESTED,Tacos: Burritos: Quesadillas: Tortas: Nachos: Hot Dogs:Soda: Water: Fruit Drinks,0.0,0.0
Liang Bai Ping,Truck,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.726725793811774,-122.38924985802704
Liang Bai Ping,Truck,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.72612523964504,-122.38319932723888
Quan Catering,Truck,EXPIRED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,37.74925585952909,-122.3909753795768
Scotch Bonnet,Truck,EXPIRED,Jerk chicken: curry chicken: curry goat: curry dhal: Burritos: Fish: Ox tails: rice: beans: veggies.,37.78948669612784,-122.40246743800448
Halal Food,Push Cart,REQUESTED,rice chicken beef hot dogs and sandwich's and coke and water,37.79405318373291,-122.39734769332576
"Casey's Pizza, LLC",Truck,EXPIRED,Artisan Pizzas (Margherita: Yukon Potato: Zoe's Pepperoni: Funghi: Brocolli Rabe: Bacon Kale:  Arugula) and Drinks.,37.792150548481686,-122.39399997405944
"Casey's Pizza, LLC",Truck,EXPIRED,Artisan Pizzas (Margherita: Yukon Potato: Zoe's Pepperoni: Funghi: Brocolli Rabe: Bacon Kale:  Arugula) and Drinks.,37.77604870809225,-122.42393921117214
Liang Bai Ping,Truck,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.72325986632415,-122.3911728859688
"Casey's Pizza, LLC",Truck,EXPIRED,Artisan Pizzas (Margherita: Yukon Potato: Zoe's Pepperoni: Funghi: Brocolli Rabe: Bacon Kale:  Arugula) and Drinks.,37.792609401119016,-122.40131490545149
Liang Bai Ping,Truck,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.7270146636245,-122.38749735902202
Mini Mobile Food Catering,Truck,EXPIRED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,0.0,0.0
Liang Bai Ping,Truck,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.72578913981244,-122.37897271962358
Liang Bai Ping,Truck,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.72531943367549,-122.3813892094274
Athena SF Gyro,Push Cart,REQUESTED,Gyro pita bread (Lamb or chicken): lamb over rice: chicken over rice: chicken biryani rice: soft drinks,37.771021999243686,-122.4035462541838
Halal Cart of San Francisco,Push Cart,REQUESTED,Gyro; Chicken over rice; Gyro over rice;,37.791757205944414,-122.39889763689186
Chilifruit,Push Cart,REQUESTED,Mangoneadas: Fruit snacks: Chamoyadas: Bionicos,0.0,0.0
Quan Catering,Truck,EXPIRED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,0.0,0.0
Kettle Corn Star,Push Cart,EXPIRED,Kettle Corn: Funnel Cakes: Waffles: Lemonade,37.78394690797423,-122.40715834498369
"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",Push Cart,REQUESTED,American Food: Hot dogs: pretzels: ice cream: salads: beverages: sandwiches: soup: coffee: pastries:etc.,37.78775529896748,-122.40878221396504
Quan Catering,Truck,EXPIRED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,37.76779784361899,-122.4120963188614
"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",Push Cart,EXPIRED,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,37.78724260259671,-122.40687973821338
Liang Bai Ping,Truck,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.72549804795053,-122.38836915044176
Liang Bai Ping,Truck,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.78814528329282,-122.39118192026297
Liang Bai Ping,Truck,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.78969136758703,-122.3965956370838
Halal Cart of San Francisco,Push Cart,REQUESTED,Gyro; Chicken over rice; Gyro over rice;,37.78988987820978,-122.39993041135052
Let's Be Frank,Push Cart,EXPIRED,Hot dogs and chili,37.77603906266594,-122.42417557149162
Khalid M Malik,Push Cart,REQUESTED,chicken sandwich: chicken gyro: chicken biryani,0.0,0.0
Mini Mobile Food Catering,Truck,EXPIRED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,37.76855707131207,-122.40961023629804
Liang Bai Ping,Truck,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.72711043338281,-122.3882612881442
Scotch Bonnet,Truck,EXPIRED,Jerk chicken: curry chicken: curry goat: curry dhal: Burritos: Fish: Ox tails: rice: beans: veggies.,37.793262206923096,-122.4017890913628
Liang Bai Ping,Truck,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.72305650933894,-122.39111194064196
Liang Bai Ping,Truck,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.727086633951366,-122.38107444874925
Mini Mobile Food Catering,Truck,EXPIRED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,0.0,0.0
Liang Bai Ping,Truck,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.72417289276133,-122.38973542901095
Liang Bai Ping,Truck,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.7262494817986,-122.38781536801432
Mini Mobile Food Catering,Truck,EXPIRED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,37.7879000978181,-122.39459403620496
Quan Catering,Truck,EXPIRED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,37.77826657669456,-122.3988359224453
"Off the Grid Services, LLC",Truck,EXPIRED,everything except for hot dogs,37.799260113502285,-122.39961794865545
SF Street Food,Truck,REQUESTED,Chicken Tikka Masala: Vegetarian Rice Plate: Burritos: Tacos: Mango Lassi,37.7865580501799,-122.40103337534973
Swell Cream & Coffee,Truck,REQUESTED,Ice cream: coffee: pastries,37.74255037355925,-122.49267708221484
Quan Catering,Truck,EXPIRED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,37.79405318373291,-122.39734769332576
"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",Push Cart,REQUESTED,American Food: Hot dogs: pretzels: ice cream: salads: beverages: sandwiches: soup: coffee: pastries:etc.,0.0,0.0
Mini Mobile Food Catering,Truck,EXPIRED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,37.787076530384326,-122.39298262422754
Mini Mobile Food Catering,Truck,EXPIRED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,37.73937866943732,-122.3863379451534
Taqueria Lolita,Truck,SUSPEND,Tacos: burritos: quesadillas: combination plates: tortas: tostadas,37.73944545286909,-122.39301498669842
Liang Bai Ping,Truck,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.72695076437817,-122.3879799562619
Quan Catering,Truck,EXPIRED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,0.0,0.0
Treats by the Bay LLC,Truck,EXPIRED,Sandwich: Donuts: Coffee: Soft Serve Ice Cream: Drinks,37.78924953407508,-122.40241859729358
BH & MT LLC,Truck,EXPIRED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,37.7666247727157,-122.42951117634738
Liang Bai Ping,Truck,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.7266647697066,-122.3841442246062
Quan Catering,Truck,EXPIRED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,37.70937546400143,-122.40415437850858
Liang Bai Ping,Truck,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.72441324329633,-122.39015723961076
Liang Bai Ping,Truck,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.72439752974338,-122.39150511638296
"The New York Frankfurter Co. of CA, Inc. DBA: Annie's Hot Dogs",Push Cart,EXPIRED,Soft pretzels: hot dogs: sausages: chips: popcorn: soda: espresso: cappucino: pastry: ica cream: ices: italian sausage: shish-ka-bob: churros: juice: water: various drinks,37.78511092044776,-122.40742266827704
"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",Push Cart,EXPIRED,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,37.78891014957045,-122.40719603412224
"Bay Area Dots, LLC",Push Cart,REQUESTED,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,0.0,0.0
Liang Bai Ping,Truck,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.72648516321647,-122.38323245870733
El Calamar Perubian Food Truck,Truck,REQUESTED,Lomo Saltado: Jalea: Ceviche: Calamari Tilapia Plates: Chicken: Soda: Water.,37.75281482922111,-122.40566264191835
Brazuca Grill,Truck,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.74383117213268,-122.37779736896212
Let's Be Frank,Push Cart,EXPIRED,Hot dogs and chili,37.776566896519526,-122.42339537672729
Street Meet,Truck,REQUESTED,Tortas: Burritos: Tacos: Churros: Nachos: Asada Fries,37.787539893467496,-122.39772670915164
Mini Mobile Food Catering,Truck,EXPIRED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,0.0,0.0
"Casey's Pizza, LLC",Truck,EXPIRED,Artisan Pizzas (Margherita: Yukon Potato: Zoe's Pepperoni: Funghi: Brocolli Rabe: Bacon Kale:  Arugula) and Drinks.,37.788778723378,-122.40257456841074
Mini Mobile Food Catering,Truck,EXPIRED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,37.77369415247486,-122.40965844135582
Liang Bai Ping,Truck,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.72670967536868,-122.38529469118735
Liang Bai Ping,Truck,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.78813947887162,-122.39257951537353
Giant Burrito,Truck,REQUESTED,Tacos: Burritos: Tostadas: Flautas: Tostadas: Tortas: Pozole Menudo,37.74171783074393,-122.4054179774482
Brazuca Grill,Truck,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.77165385136786,-122.41180906852377
Brazuca Grill,Truck,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.78186711757412,-122.4298852476026
Brazuca Grill,Truck,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.761852397504114,-122.38993209325044
Brazuca Grill,Truck,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.75126940587811,-122.38989436694436
Brazuca Grill,Truck,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.755030726766726,-122.38453073422282
Brazuca Grill,Truck,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.7636598013494,-122.38913385740454
Brazuca Grill,Truck,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.7504641155225,-122.38790832590168
Brazuca Grill,Truck,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.72145083973351,-122.38935344507568
Brazuca Grill,Truck,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.75692365373408,-122.39354961053633
Brazuca Grill,Truck,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.770683395042624,-122.42087956139908
Brazuca Grill,Truck,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.75336082945507,-122.39304592079776
Brazuca Grill,Truck,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.7235768564887,-122.39005910139932
Brazuca Grill,Truck,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.78072409776966,-122.40123539265836
Brazuca Grill,Truck,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.75803739348808,-122.3916718906821
San Francisco Taco Truck,Truck,REQUESTED,Tacos: Tortas: Burritos,37.72980548057414,-122.39924710472444
San Francisco Taco Truck,Truck,REQUESTED,Tacos: Tortas: Burritos,37.72980548057414,-122.39924710472444
Brazuca Grill,Truck,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.76329905604463,-122.3884823068054
Brazuca Grill,Truck,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.76354048392964,-122.39009664366294
Brazuca Grill,Truck,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.75701552445967,-122.39406294711628
Brazuca Grill,Truck,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.75791705669008,-122.39547585248978
Brazuca Grill,Truck,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.748445338837655,-122.38687903197965
Brazuca Grill,Truck,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.723078757516,-122.38752570401662
Brazuca Grill,Truck,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.727212173900384,-122.39963625164356
Brazuca Grill,Truck,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.76150220396644,-122.389276996081
Kid Abelha - Brazilian Hamburgers,Truck,EXPIRED,Brazilian Hamburgers,37.746856017691925,-122.39714976579396
Brazuca Grill,Truck,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.76346295990656,-122.39401294737716
Brazuca Grill,Truck,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.7758255197583,-122.41724962664344
Brazuca Grill,Truck,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.75207458620838,-122.39014490082212
Brazuca Grill,Truck,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.74793093611294,-122.41519315390948
Brazuca Grill,Truck,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.751608413578936,-122.39030948950146
Brazuca Grill,Truck,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.76405208992424,-122.39014439398792
Brazuca Grill,Truck,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.75084960681246,-122.3900276155014
"Halal Cart, LLC",Push Cart,EXPIRED,kebabs: halal gyro: grilled halal meat: refreshments,37.79314862698347,-122.4025671755779
"Off the Grid Services, LLC",Truck,EXPIRED,Everything,37.781264686022816,-122.3932290415377
San Pancho's Tacos,Truck,REQUESTED,Tacos: Burritos: Quesadillas: Tortas: Nachos: Hot Dogs:Soda: Water: Fruit Drinks,37.71019301997575,-122.4552219061259
Truly Food & More,Truck,APPROVED,Latin Food: Tacos: Pupusas: Vegetables: Salad: Waters: Sodas,37.78797328321604,-122.40018504988888
"The New York Frankfurter Co. of CA, Inc. DBA: Annie's Hot Dogs",Push Cart,EXPIRED,Soft pretzels: hot dogs: sausages: chips: popcorn: sodea: coffee: espresso: cappucino: pastries: ice cream: Italian sausages: shish-ka-bob: churros: juice: water: various drinks.,37.78546974648992,-122.40661576107294
"Off the Grid Services, LLC",Truck,EXPIRED,Everything,37.77751326467553,-122.3970441344819
The Geez Freeze,Truck,EXPIRED,Snow Cones: Soft Serve Ice Cream & Frozen Virgin Daiquiris,37.76201920035647,-122.42730642251333
Park's Catering,Truck,EXPIRED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,37.726382932182176,-122.37843478266778
Park's Catering,Truck,EXPIRED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,37.74371347536804,-122.38596479003613
Park's Catering,Truck,EXPIRED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,37.74298987477535,-122.386773267176
Tacos El Flaco,Truck,EXPIRED,Tacos: Burritos: Tortas: Quesadillas: Chips & Salsa & Various Beverages,37.75240499247832,-122.38700019629786
"San Francisco Street Foods, Inc.",Push Cart,EXPIRED,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,37.78939197610272,-122.4018247471207
Park's Catering,Truck,EXPIRED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,37.73213495192223,-122.37539807856734
Cochinita,Truck,EXPIRED,Mexican Food: Yucatan Food: Street Food,37.778863135500174,-122.39644435935811
Curry Up Now,Truck,EXPIRED,Chicken Tiki Masala Burritos: Paneer Tiki Masala Burritos: Samosas: Mango Lassi,37.79083841945172,-122.40116037029892
Curry Up Now,Truck,EXPIRED,Indian Street Food: Tikka Masala Burritos; Samosas; Sexy Fries (Indian-inspired poutine); Naughty Naans; Deconstructed Samosas; Kathi Rolls; Lassis and Lemonades,37.79694900602121,-122.40218343189426
Park's Catering,Truck,EXPIRED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,37.73772686659576,-122.37657291457296
Cochinita,Truck,EXPIRED,Mexican Food: Yucatan Food: Street Food,37.77775521656862,-122.394807823179
"San Francisco Street Foods, Inc.",Push Cart,EXPIRED,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,37.794331003246846,-122.39581105302317
Park's Catering,Truck,EXPIRED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,37.75169103572294,-122.3943742132628
Breakfast Embed,Truck,EXPIRED,Coffee: Pastries: Bagels: Sandwiches: Other Items,37.77248360682256,-122.39181160681602
Park's Catering,Truck,EXPIRED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,37.74646978811481,-122.3915152387716
Curry Up Now,Truck,EXPIRED,Indian Street Food: Tikka Masala Burritos; Samosas; Sexy Fries (Indian-inspired poutine); Naughty Naans; Deconstructed Samosas; Kathi Rolls; Lassis and Lemonades,37.78007717443923,-122.39376729448306
Park's Catering,Truck,EXPIRED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,37.741026207788686,-122.38779292799352
Cochinita,Truck,EXPIRED,Mexican Food: Yucatan Food: Street Food,37.76549698761915,-122.46459761957114
Fillmore Square,Truck,EXPIRED,Breakfast and lunch items with a nod to various cultures,37.78127594842663,-122.43184035948616
"Chairman SF, LLC",Truck,EXPIRED,Baos: bowls & drinks,37.78756516537884,-122.40959283347962
Park's Catering,Truck,EXPIRED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,0.0,0.0
Cochinita,Truck,EXPIRED,Mexican Food: Yucatan Food: Street Food,37.78623677446536,-122.38906620560476
"Chairman SF, LLC",Truck,EXPIRED,Baos: bowls & drinks,37.78168897534514,-122.3910618172866
Park's Catering,Truck,EXPIRED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,37.74301424963152,-122.38446024493484
Fillmore Square,Truck,EXPIRED,Breakfast and lunch items with a nod to various cultures,37.78239151018784,-122.43111456170246
Breakfast Embed,Truck,EXPIRED,Coffee: Pastries: Bagels: Sandwiches: Other Items,37.7877332717998,-122.39566345752182
"Chairman SF, LLC",Truck,EXPIRED,Baos: bowls & drinks,37.78924890841371,-122.39889295934644
"San Francisco Street Foods, Inc.",Push Cart,EXPIRED,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,37.79464383461952,-122.39964429852886
Park's Catering,Truck,EXPIRED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,37.748801377714486,-122.40055245878467
Curry Up Now,Truck,EXPIRED,Chicken Tiki Masala Burritos: Paneer Tiki Masala Burritos: Samosas: Mango Lassi,37.79691371248354,-122.39665067526364
"San Francisco Street Foods, Inc.",Push Cart,EXPIRED,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,37.78923328289614,-122.40557905421024
Park's Catering,Truck,EXPIRED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,37.74417844737573,-122.38671592975922
Park's Catering,Truck,EXPIRED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,37.74475219161639,-122.38567924872147
Fillmore Square,Truck,EXPIRED,Breakfast and lunch items with a nod to various cultures,37.78127594842663,-122.43184035948616
Park's Catering,Truck,EXPIRED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,37.74322468386162,-122.38534297342116
Park's Catering,Truck,EXPIRED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,37.74459119509166,-122.39307688085802
Park's Catering,Truck,EXPIRED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,37.730906150359694,-122.37330257748522
Fillmore Square,Truck,EXPIRED,Breakfast and lunch items with a nod to various cultures,37.78085752242169,-122.43305677044792
